				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	7750	2500	0	48.985	12.176	0.739	4.0	66.3	45.673	11.496	1.36	4.0	33.6		0.5	
250	7750	2500	0.1	49.933	11.896	0.762	4.2	65.5	45.532	11.557	1.421	3.9	32.0		0.5	
250	7750	2500	0.2	48.938	12.035	0.791	4.1	61.9	45.624	11.419	1.428	4.0	31.9		0.6	
250	7750	2500	0.3	48.9	12.437	0.852	3.9	57.4	45.716	11.604	1.338	3.9	34.2		0.6	
250	7750	2500	0.4	48.932	12.248	0.853	4.0	57.4	45.598	11.494	1.327	4.0	34.4		0.6	
250	7750	2500	0.5	49.382	12.145	0.778	4.1	63.5	45.59	11.505	1.701	4.0	26.8		0.5	
250	8000	2500	0	50.55	12.81	0.764	3.9	66.2	46.949	11.663	1.439	4.0	32.6		0.5	
250	8000	2500	0.1	50.512	12.366	0.898	4.1	56.2	46.62	12.284	1.162	3.8	40.1		0.8	
250	8000	2500	0.2	51.382	12.89	0.793	4.0	64.8	47.966	11.838	1.305	4.1	36.8		0.6	
250	8000	2500	0.3	50.439	12.341	0.798	4.1	63.2	46.877	11.88	1.758	3.9	26.7		0.5	
250	8000	2500	0.4	50.54	12.758	1.039	4.0	48.6	46.724	12.278	1.516	3.8	30.8		0.7	
250	8000	2500	0.5	50.43	12.403	0.792	4.1	63.7	47.018	11.804	1.879	4.0	25.0		0.4	
250	8250	2500	0	53.202	12.882	0.821	4.1	64.8	48.23	12.613	1.996	3.8	24.2		0.4	
250	8250	2500	0.1	52.034	13.116	0.923	4.0	56.4	48.46	12.199	1.699	4.0	28.5		0.5	
250	8250	2500	0.2	52.058	13.212	0.855	3.9	60.9	48.174	12.605	1.184	3.8	40.7		0.7	
250	8250	2500	0.3	52.174	12.921	0.848	4.0	61.5	48.534	12.156	1.588	4.0	30.6		0.5	
250	8250	2500	0.4	52.167	13.01	0.741	4.0	70.4	48.219	12.722	1.536	3.8	31.4		0.5	
250	8250	2500	0.5	52.175	13.2	0.797	4.0	65.5	48.551	12.21	1.486	4.0	32.7		0.5	
250	8500	2500	0	53.653	13.608	0.721	3.9	74.4	49.649	13.021	1.696	3.8	29.3		0.4	
250	8500	2500	0.1	53.791	13.432	0.848	4.0	63.4	50.322	12.628	1.481	4.0	34.0		0.6	
250	8500	2500	0.2	53.651	13.457	1.011	4.0	53.1	49.781	12.847	1.705	3.9	29.2		0.6	
250	8500	2500	0.3	53.823	13.542	0.923	4.0	58.3	49.863	12.929	1.539	3.9	32.4		0.6	
250	8500	2500	0.4	53.67	13.529	0.754	4.0	71.2	52.204	12.719	1.71	4.1	30.5		0.4	
250	8500	2500	0.5	53.705	13.589	0.813	4.0	66.1	49.78	12.794	1.51	3.9	33.0		0.5	
250	8750	2500	0	55.285	13.988	0.906	4.0	61.0	51.252	13.253	1.496	3.9	34.3		0.6	
250	8750	2500	0.1	57.049	13.738	0.759	4.2	75.2	51.418	13.101	1.682	3.9	30.6		0.5	
250	8750	2500	0.2	55.283	13.774	0.914	4.0	60.5	51.284	13.13	1.833	3.9	28.0		0.5	
250	8750	2500	0.3	55.29	14.227	0.953	3.9	58.0	51.19	13.24	1.669	3.9	30.7		0.6	
250	8750	2500	0.4	55.195	13.719	0.821	4.0	67.2	51.344	13.184	1.807	3.9	28.4		0.5	
250	8750	2500	0.5	55.18	13.8	0.789	4.0	69.9	51.224	13.229	1.45	3.9	35.3		0.5	
250	9000	2500	0	56.995	14.373	0.793	4.0	71.9	52.84	13.504	1.592	3.9	33.2		0.5	
250	9000	2500	0.1	57.008	14.428	1.042	4.0	54.7	52.717	13.593	1.536	3.9	34.3		0.7	
250	9000	2500	0.2	56.936	14.277	0.933	4.0	61.0	52.76	13.488	1.695	3.9	31.1		0.6	
250	9000	2500	0.3	56.917	14.234	1.015	4.0	56.1	52.78	13.385	1.634	3.9	32.3		0.6	
250	9000	2500	0.4	56.989	14.309	0.839	4.0	67.9	53.169	13.449	1.365	4.0	39.0		0.6	
250	9000	2500	0.5	56.874	14.228	0.925	4.0	61.5	53.61	13.578	1.611	3.9	33.3		0.6	
250	9250	2500	0	58.538	15.118	0.887	3.9	66.0	54.177	14.047	1.668	3.9	32.5		0.5	
250	9250	2500	0.1	58.516	14.628	0.894	4.0	65.5	54.44	13.928	1.571	3.9	34.7		0.6	
250	9250	2500	0.2	58.39	14.491	0.903	4.0	64.7	54.145	13.823	1.576	3.9	34.4		0.6	
250	9250	2500	0.3	58.476	14.975	0.773	3.9	75.6	54.253	13.842	1.788	3.9	30.3		0.4	
250	9250	2500	0.4	58.627	14.506	0.938	4.0	62.5	54.167	13.848	1.672	3.9	32.4		0.6	
250	9250	2500	0.5	58.874	14.664	1.001	4.0	58.8	54.113	13.913	1.621	3.9	33.4		0.6	
250	9500	2500	0	60.277	15.282	0.844	3.9	71.4	55.698	14.374	1.927	3.9	28.9		0.4	
250	9500	2500	0.1	61.001	15.308	0.831	4.0	73.4	55.739	14.246	1.729	3.9	32.2		0.5	
250	9500	2500	0.2	60.09	15.467	0.846	3.9	71.0	55.685	14.112	1.66	3.9	33.5		0.5	
250	9500	2500	0.3	60.012	15.483	0.911	3.9	65.9	55.654	14.222	1.996	3.9	27.9		0.5	
250	9500	2500	0.4	60.049	15.451	0.941	3.9	63.8	55.665	14.319	1.838	3.9	30.3		0.5	
250	9500	2500	0.5	60.912	15.35	0.864	4.0	70.5	55.631	14.605	1.602	3.8	34.7		0.5	
250	9750	2500	0	61.577	15.617	0.847	3.9	72.7	57.137	15.153	1.609	3.8	35.5		0.5	
250	9750	2500	0.1	63.538	15.418	1.028	4.1	61.8	57.129	14.504	1.817	3.9	31.4		0.6	
250	9750	2500	0.2	61.729	15.497	0.966	4.0	63.9	57.255	14.773	1.535	3.9	37.3		0.6	
250	9750	2500	0.3	61.647	15.294	0.954	4.0	64.6	58.807	14.652	1.851	4.0	31.8		0.5	
250	9750	2500	0.4	61.647	15.323	0.871	4.0	70.8	57.026	14.688	1.811	3.9	31.5		0.5	
250	9750	2500	0.5	62.692	15.304	0.893	4.1	70.2	57.075	14.698	1.631	3.9	35.0		0.5	
250	10000	2500	0	63.513	15.681	0.891	4.1	71.3	58.697	14.894	2.367	3.9	24.8		0.4	
250	10000	2500	0.1	63.933	15.714	0.96	4.1	66.6	58.529	14.981	1.887	3.9	31.0		0.5	
250	10000	2500	0.2	63.211	16.078	0.822	3.9	76.9	58.62	15.512	1.955	3.8	30.0		0.4	
250	10000	2500	0.3	63.27	15.869	0.971	4.0	65.2	58.499	14.87	1.727	3.9	33.9		0.6	
250	10000	2500	0.4	63.188	15.565	1.121	4.1	56.4	58.511	15.254	1.672	3.8	35.0		0.7	
250	10000	2500	0.5	63.093	15.597	1.021	4.0	61.8	58.569	14.768	1.799	4.0	32.6		0.6	
250	250	2750	0	1.805	0.437	0.306	4.1	5.9	1.64	0.386	0.214	4.2	7.7		1.4	
250	250	2750	0.1	1.708	0.43	0.289	4.0	5.9	1.71	0.379	0.072	4.5	23.8		4.0	
250	250	2750	0.2	1.586	0.382	0.283	4.2	5.6	1.632	0.38	0.094	4.3	17.4		3.0	
250	250	2750	0.3	1.575	0.384	0.332	4.1	4.7	1.688	0.404	0.12	4.2	14.1		2.8	
250	250	2750	0.4	1.715	0.431	0.287	4.0	6.0	1.784	0.419	0.147	4.3	12.1		2.0	
250	250	2750	0.5	1.795	0.436	0.332	4.1	5.4	1.707	0.383	0.081	4.5	21.1		4.1	
250	500	2750	0	3.206	0.769	0.273	4.2	11.7	3.143	0.75	0.126	4.2	24.9		2.2	
250	500	2750	0.1	3.217	0.806	0.349	4.0	9.2	3.143	0.772	0.129	4.1	24.4		2.7	
250	500	2750	0.2	3.514	0.816	0.316	4.3	11.1	3.149	0.776	0.285	4.1	11.0		1.1	
250	500	2750	0.3	3.173	0.757	0.447	4.2	7.1	3.423	0.792	0.177	4.3	19.3		2.5	
250	500	2750	0.4	3.427	0.855	0.382	4.0	9.0	3.186	0.764	0.125	4.2	25.5		3.1	
250	500	2750	0.5	3.323	0.765	0.319	4.3	10.4	3.136	0.769	0.243	4.1	12.9		1.3	
250	750	2750	0	4.969	1.223	0.351	4.1	14.2	4.82	1.178	0.211	4.1	22.8		1.7	
250	750	2750	0.1	4.881	1.159	0.271	4.2	18.0	4.898	1.125	0.204	4.4	24.0		1.3	
250	750	2750	0.2	5.125	1.287	0.325	4.0	15.8	4.677	1.133	0.22	4.1	21.3		1.5	
250	750	2750	0.3	4.688	1.186	0.311	4.0	15.1	4.865	1.252	0.22	3.9	22.1		1.4	
250	750	2750	0.4	5.175	1.226	0.312	4.2	16.6	4.646	1.15	0.209	4.0	22.2		1.5	
250	750	2750	0.5	4.883	1.218	0.367	4.0	13.3	4.669	1.154	0.33	4.0	14.1		1.1	
250	1000	2750	0	6.55	1.553	0.413	4.2	15.9	6.439	1.601	0.383	4.0	16.8		1.1	
250	1000	2750	0.1	6.692	1.646	0.397	4.1	16.9	6.311	1.564	0.285	4.0	22.1		1.4	
250	1000	2750	0.2	6.728	1.629	0.387	4.1	17.4	6.49	1.591	0.31	4.1	20.9		1.2	
250	1000	2750	0.3	6.645	1.676	0.427	4.0	15.6	6.195	1.501	0.352	4.1	17.6		1.2	
250	1000	2750	0.4	6.355	1.632	0.371	3.9	17.1	6.492	1.582	0.44	4.1	14.8		0.8	
250	1000	2750	0.5	6.617	1.542	0.325	4.3	20.4	6.187	1.508	0.226	4.1	27.4		1.4	
250	1250	2750	0	8.353	2.039	0.375	4.1	22.3	8.021	1.988	0.253	4.0	31.7		1.5	
250	1250	2750	0.1	8.302	2.062	0.385	4.0	21.6	7.79	2.019	0.28	3.9	27.8		1.4	
250	1250	2750	0.2	8.301	2.064	0.493	4.0	16.8	7.952	1.902	0.29	4.2	27.4		1.7	
250	1250	2750	0.3	8.255	2.061	0.434	4.0	19.0	8.086	2.013	0.388	4.0	20.8		1.1	
250	1250	2750	0.4	8.275	2.064	0.366	4.0	22.6	7.842	1.911	0.27	4.1	29.0		1.4	
250	1250	2750	0.5	8.29	2.043	0.391	4.1	21.2	8.159	1.914	0.25	4.3	32.6		1.6	
250	1500	2750	0	9.811	2.504	0.408	3.9	24.0	9.707	2.346	0.576	4.1	16.9		0.7	
250	1500	2750	0.1	9.927	2.498	0.469	4.0	21.2	9.434	2.404	0.452	3.9	20.9		1.0	
250	1500	2750	0.2	10.065	2.5	0.49	4.0	20.5	9.594	2.346	0.317	4.1	30.3		1.5	
250	1500	2750	0.3	10.132	2.507	0.406	4.0	25.0	9.574	2.565	0.434	3.7	22.1		0.9	
250	1500	2750	0.4	10.074	2.355	0.387	4.3	26.0	9.705	2.403	0.361	4.0	26.9		1.1	
250	1500	2750	0.5	9.857	2.476	0.448	4.0	22.0	9.417	2.47	0.371	3.8	25.4		1.2	
250	1750	2750	0	11.425	3.099	0.459	3.7	24.9	11.107	2.858	0.361	3.9	30.8		1.3	
250	1750	2750	0.1	11.907	2.934	0.404	4.1	29.5	11.243	2.761	0.44	4.1	25.6		0.9	
250	1750	2750	0.2	11.423	2.928	0.466	3.9	24.5	11.266	2.875	0.4	3.9	28.2		1.2	
250	1750	2750	0.3	11.596	3.09	0.451	3.8	25.7	11.09	2.977	0.508	3.7	21.8		0.9	
250	1750	2750	0.4	11.94	2.885	0.348	4.1	34.3	11.258	2.86	0.382	3.9	29.5		0.9	
250	1750	2750	0.5	11.386	2.97	0.442	3.8	25.8	11.256	2.889	0.499	3.9	22.6		0.9	
250	2000	2750	0	13.742	3.381	0.454	4.1	30.3	12.889	3.26	0.492	4.0	26.2		0.9	
250	2000	2750	0.1	12.93	3.641	0.502	3.6	25.8	12.769	3.253	0.734	3.9	17.4		0.7	
250	2000	2750	0.2	13.673	3.262	0.481	4.2	28.4	14.444	3.345	0.579	4.3	24.9		0.8	
250	2000	2750	0.3	13.286	3.61	0.601	3.7	22.1	13.138	3.432	0.469	3.8	28.0		1.3	
250	2000	2750	0.4	13.189	3.373	0.43	3.9	30.7	12.777	3.421	0.713	3.7	17.9		0.6	
250	2000	2750	0.5	13.679	3.444	0.416	4.0	32.9	12.872	3.253	0.654	4.0	19.7		0.6	
250	2250	2750	0	14.558	4.141	0.529	3.5	27.5	14.741	3.739	0.634	3.9	23.3		0.8	
250	2250	2750	0.1	14.987	3.783	0.406	4.0	36.9	14.649	3.84	0.621	3.8	23.6		0.7	
250	2250	2750	0.2	15.447	3.658	0.513	4.2	30.1	14.456	3.663	0.667	3.9	21.7		0.8	
250	2250	2750	0.3	15.635	3.754	0.445	4.2	35.1	14.578	3.623	0.534	4.0	27.3		0.8	
250	2250	2750	0.4	14.953	4.149	0.607	3.6	24.6	14.304	3.728	0.671	3.8	21.3		0.9	
250	2250	2750	0.5	14.639	4.165	0.634	3.5	23.1	14.504	3.734	0.568	3.9	25.5		1.1	
250	2500	2750	0	16.429	4.608	0.655	3.6	25.1	16.169	4.301	0.654	3.8	24.7		1.0	
250	2500	2750	0.1	16.451	4.638	0.749	3.5	22.0	16.155	4.098	0.767	3.9	21.1		1.0	
250	2500	2750	0.2	16.433	4.67	0.66	3.5	24.9	16.798	4.353	0.679	3.9	24.7		1.0	
250	2500	2750	0.3	16.403	4.683	0.532	3.5	30.8	16.385	4.198	0.65	3.9	25.2		0.8	
250	2500	2750	0.4	17.491	4.593	0.504	3.8	34.7	16.062	4.08	0.564	3.9	28.5		0.9	
250	2500	2750	0.5	16.67	4.483	0.639	3.7	26.1	15.887	4.213	0.592	3.8	26.8		1.1	
250	2750	2750	0	18.512	4.626	0.769	4.0	24.1	17.716	4.686	0.662	3.8	26.8		1.2	
250	2750	2750	0.1	18.618	4.521	0.677	4.1	27.5	17.578	4.485	0.562	3.9	31.3		1.2	
250	2750	2750	0.2	18.342	4.954	0.747	3.7	24.6	17.592	4.594	0.554	3.8	31.8		1.3	
250	2750	2750	0.3	18.212	5.066	0.488	3.6	37.3	17.791	4.515	0.507	3.9	35.1		1.0	
250	2750	2750	0.4	18.525	4.626	0.786	4.0	23.6	17.607	4.659	0.604	3.8	29.2		1.3	
250	2750	2750	0.5	18.526	4.803	0.679	3.9	27.3	17.92	4.436	0.583	4.0	30.7		1.2	
250	3000	2750	0	20.077	5.38	0.924	3.7	21.7	18.984	5.124	0.732	3.7	25.9		1.3	
250	3000	2750	0.1	20.166	5.181	0.63	3.9	32.0	19.454	4.904	0.532	4.0	36.6		1.2	
250	3000	2750	0.2	20.185	5.319	0.82	3.8	24.6	19.246	5.155	0.69	3.7	27.9		1.2	
250	3000	2750	0.3	20.149	5.406	0.629	3.7	32.0	19.311	4.865	0.786	4.0	24.6		0.8	
250	3000	2750	0.4	20.097	5.166	0.833	3.9	24.1	19.387	5.094	0.881	3.8	22.0		0.9	
250	3000	2750	0.5	20.117	5.45	0.637	3.7	31.6	19.811	5.044	0.862	3.9	23.0		0.7	
250	3250	2750	0	22.006	5.8	0.89	3.8	24.7	21.082	5.28	0.933	4.0	22.6		1.0	
250	3250	2750	0.1	21.888	5.76	0.618	3.8	35.4	21.048	5.382	0.716	3.9	29.4		0.9	
250	3250	2750	0.2	21.87	5.687	0.803	3.8	27.2	20.949	5.702	0.915	3.7	22.9		0.9	
250	3250	2750	0.3	21.863	5.848	0.544	3.7	40.2	20.967	5.287	0.749	4.0	28.0		0.7	
250	3250	2750	0.4	21.887	5.846	0.672	3.7	32.6	21.232	5.228	0.784	4.1	27.1		0.9	
250	3250	2750	0.5	22.87	5.837	0.872	3.9	26.2	21.664	5.615	0.626	3.9	34.6		1.4	
250	3500	2750	0	23.51	6.345	0.717	3.7	32.8	22.367	6.076	0.824	3.7	27.1		0.9	
250	3500	2750	0.1	23.537	6.12	0.762	3.8	30.9	22.264	5.793	0.764	3.8	29.1		1.0	
250	3500	2750	0.2	23.559	6.143	0.749	3.8	31.5	22.521	5.72	0.713	3.9	31.6		1.1	
250	3500	2750	0.3	23.535	6.125	0.865	3.8	27.2	22.598	5.651	0.699	4.0	32.3		1.2	
250	3500	2750	0.4	23.571	6.101	0.747	3.9	31.6	22.652	5.72	0.665	4.0	34.1		1.1	
250	3500	2750	0.5	24.476	6.574	1.057	3.7	23.2	22.342	5.957	0.74	3.8	30.2		1.4	
250	3750	2750	0	25.343	6.951	0.846	3.6	30.0	24.039	6.581	0.91	3.7	26.4		0.9	
250	3750	2750	0.1	25.344	6.744	1.001	3.8	25.3	23.716	6.617	0.831	3.6	28.5		1.2	
250	3750	2750	0.2	25.752	6.641	0.923	3.9	27.9	23.757	6.667	0.71	3.6	33.5		1.3	
250	3750	2750	0.3	25.301	6.98	0.787	3.6	32.1	23.889	6.625	0.935	3.6	25.5		0.8	
250	3750	2750	0.4	25.787	6.971	0.903	3.7	28.6	23.556	6.535	0.761	3.6	31.0		1.2	
250	3750	2750	0.5	25.412	6.468	0.959	3.9	26.5	23.595	6.468	1.182	3.6	20.0		0.8	
250	4000	2750	0	27.297	7.271	0.987	3.8	27.7	25.31	7.05	0.919	3.6	27.5		1.1	
250	4000	2750	0.1	27.12	7.344	0.887	3.7	30.6	25.396	6.917	0.708	3.7	35.9		1.3	
250	4000	2750	0.2	27.072	7.389	0.641	3.7	42.2	26.545	6.545	1.041	4.1	25.5		0.6	
250	4000	2750	0.3	27.113	7.418	0.814	3.7	33.3	25.876	6.485	0.746	4.0	34.7		1.1	
250	4000	2750	0.4	28.028	7.315	0.832	3.8	33.7	26.654	6.518	0.955	4.1	27.9		0.9	
250	4000	2750	0.5	27.143	7.293	0.955	3.7	28.4	25.761	6.481	0.869	4.0	29.6		1.1	
250	4250	2750	0	28.958	7.561	1.002	3.8	28.9	28.74	7.143	0.917	4.0	31.3		1.1	
250	4250	2750	0.1	29.298	7.425	0.885	3.9	33.1	27.04	7.281	0.947	3.7	28.6		0.9	
250	4250	2750	0.2	29.067	7.429	0.704	3.9	41.3	27.489	6.865	1.033	4.0	26.6		0.7	
250	4250	2750	0.3	28.95	7.512	0.967	3.9	29.9	27.454	6.921	0.93	4.0	29.5		1.0	
250	4250	2750	0.4	28.942	7.499	0.827	3.9	35.0	27.361	7.073	1.12	3.9	24.4		0.7	
250	4250	2750	0.5	29.087	7.494	0.933	3.9	31.2	27.204	7.387	1.005	3.7	27.1		0.9	
250	4500	2750	0	30.792	7.664	0.942	4.0	32.7	28.914	7.302	1.125	4.0	25.7		0.8	
250	4500	2750	0.1	30.745	7.666	1.041	4.0	29.5	28.851	7.533	1.148	3.8	25.1		0.9	
250	4500	2750	0.2	31.711	7.505	0.776	4.2	40.9	29.746	7.536	1.008	3.9	29.5		0.8	
250	4500	2750	0.3	30.75	7.618	0.954	4.0	32.2	28.893	7.343	1.058	3.9	27.3		0.9	
250	4500	2750	0.4	30.832	7.661	1.049	4.0	29.4	28.773	7.7	0.999	3.7	28.8		1.1	
250	4500	2750	0.5	30.814	7.726	1.012	4.0	30.4	28.864	7.397	0.872	3.9	33.1		1.2	
250	4750	2750	0	32.505	7.948	0.819	4.1	39.7	30.849	7.943	1.342	3.9	23.0		0.6	
250	4750	2750	0.1	32.5	8.518	1.293	3.8	25.1	30.392	7.82	0.893	3.9	34.0		1.4	
250	4750	2750	0.2	32.536	8.08	1.082	4.0	30.1	30.419	8.137	1.255	3.7	24.2		0.9	
250	4750	2750	0.3	33.245	8.239	0.952	4.0	34.9	30.606	7.783	1.124	3.9	27.2		0.8	
250	4750	2750	0.4	32.493	8.414	1.027	3.9	31.6	30.438	8.147	1.249	3.7	24.4		0.8	
250	4750	2750	0.5	33.407	8.344	1.022	4.0	32.7	30.596	7.738	1.329	4.0	23.0		0.8	
250	5000	2750	0	34.695	9.008	0.966	3.9	35.9	32.171	8.478	1.192	3.8	27.0		0.8	
250	5000	2750	0.1	34.26	8.808	0.901	3.9	38.0	32.056	8.465	1.046	3.8	30.6		0.9	
250	5000	2750	0.2	34.265	8.837	0.935	3.9	36.6	32.064	8.124	1.155	3.9	27.8		0.8	
250	5000	2750	0.3	34.259	8.753	1.017	3.9	33.7	32.05	8.432	1.22	3.8	26.3		0.8	
250	5000	2750	0.4	34.246	8.881	1.025	3.9	33.4	32.098	8.36	1.232	3.8	26.1		0.8	
250	5000	2750	0.5	34.208	8.608	1.168	4.0	29.3	32.077	8.178	1.118	3.9	28.7		1.0	
250	5250	2750	0	35.968	9.349	0.939	3.8	38.3	33.621	8.88	1.292	3.8	26.0		0.7	
250	5250	2750	0.1	35.944	9.102	0.953	3.9	37.7	33.722	8.751	1.294	3.9	26.1		0.7	
250	5250	2750	0.2	35.92	9.452	1.149	3.8	31.3	33.641	8.882	0.934	3.8	36.0		1.2	
250	5250	2750	0.3	35.943	9.35	0.972	3.8	37.0	33.64	8.649	1.159	3.9	29.0		0.8	
250	5250	2750	0.4	36.45	9.521	1.068	3.8	34.1	33.857	8.735	1.062	3.9	31.9		1.0	
250	5250	2750	0.5	35.975	9.344	0.931	3.9	38.6	33.63	8.894	1.266	3.8	26.6		0.7	
250	5500	2750	0	37.796	10.137	1.028	3.7	36.8	35.273	9.302	1.463	3.8	24.1		0.7	
250	5500	2750	0.1	37.866	10.099	1.109	3.7	34.1	35.323	9.272	1.167	3.8	30.3		1.0	
250	5500	2750	0.2	37.771	10.181	1.034	3.7	36.5	35.291	9.384	1.029	3.8	34.3		1.0	
250	5500	2750	0.3	37.78	10.196	1.137	3.7	33.2	35.266	9.35	1.134	3.8	31.1		1.0	
250	5500	2750	0.4	37.728	10.131	1.009	3.7	37.4	35.357	9.33	1.226	3.8	28.8		0.8	
250	5500	2750	0.5	37.761	10.119	1.057	3.7	35.7	35.728	9.257	1.136	3.9	31.5		0.9	
250	5750	2750	0	39.531	10.43	1.155	3.8	34.2	36.85	9.696	1.327	3.8	27.8		0.9	
250	5750	2750	0.1	39.5	10.415	1.034	3.8	38.2	36.843	9.525	1.217	3.9	30.3		0.8	
250	5750	2750	0.2	39.485	10.382	0.924	3.8	42.7	37.806	9.833	1.8	3.8	21.0		0.5	
250	5750	2750	0.3	39.772	10.478	1.037	3.8	38.4	36.877	9.539	1.412	3.9	26.1		0.7	
250	5750	2750	0.4	39.472	10.345	1.231	3.8	32.1	37.753	9.587	1.217	3.9	31.0		1.0	
250	5750	2750	0.5	39.443	10.355	1.058	3.8	37.3	36.953	9.483	1.202	3.9	30.7		0.9	
250	6000	2750	0	41.262	10.558	1.237	3.9	33.4	38.876	10.101	1.443	3.8	26.9		0.9	
250	6000	2750	0.1	41.266	10.57	1.045	3.9	39.5	39.017	10.166	1.107	3.8	35.2		0.9	
250	6000	2750	0.2	41.317	10.503	0.981	3.9	42.1	38.609	9.969	1.454	3.9	26.6		0.7	
250	6000	2750	0.3	41.265	10.58	0.722	3.9	57.2	40.537	9.808	1.447	4.1	28.0		0.5	
250	6000	2750	0.4	41.438	10.601	0.672	3.9	61.7	38.504	10.084	1.283	3.8	30.0		0.5	
250	6000	2750	0.5	41.254	10.632	1.02	3.9	40.4	39.476	9.943	1.185	4.0	33.3		0.9	
250	6250	2750	0	43.022	10.77	1.381	4.0	31.2	40.028	10.27	1.529	3.9	26.2		0.9	
250	6250	2750	0.1	42.976	10.779	1.193	4.0	36.0	40.212	10.715	1.206	3.8	33.3		1.0	
250	6250	2750	0.2	42.966	10.679	1.067	4.0	40.3	40.116	10.271	1.092	3.9	36.7		1.0	
250	6250	2750	0.3	42.987	10.703	1.118	4.0	38.4	40.085	10.618	1.122	3.8	35.7		1.0	
250	6250	2750	0.4	43.027	10.68	1.199	4.0	35.9	40.218	10.319	1.339	3.9	30.0		0.9	
250	6250	2750	0.5	42.98	10.785	1.08	4.0	39.8	40.272	10.546	1.49	3.8	27.0		0.7	
250	6500	2750	0	44.997	11.064	1.297	4.1	34.7	42.572	10.715	1.628	4.0	26.1		0.8	
250	6500	2750	0.1	44.908	11.426	1.124	3.9	40.0	41.85	11.376	1.115	3.7	37.5		1.0	
250	6500	2750	0.2	44.806	11.082	1.367	4.0	32.8	41.584	10.793	1.353	3.9	30.7		1.0	
250	6500	2750	0.3	44.726	11.527	1.203	3.9	37.2	41.876	10.924	1.391	3.8	30.1		0.9	
250	6500	2750	0.4	45.234	11.023	1.386	4.1	32.6	41.655	10.993	1.217	3.8	34.2		1.1	
250	6500	2750	0.5	44.782	11.518	1.3	3.9	34.4	42.101	10.681	1.426	3.9	29.5		0.9	
250	6750	2750	0	46.539	11.869	1.331	3.9	35.0	43.369	11.51	1.474	3.8	29.4		0.9	
250	6750	2750	0.1	47.426	11.86	1.378	4.0	34.4	43.532	11.61	1.177	3.7	37.0		1.2	
250	6750	2750	0.2	46.522	11.525	1.093	4.0	42.6	47.835	11.258	1.514	4.2	31.6		0.7	
250	6750	2750	0.3	47.308	11.711	1.319	4.0	35.9	43.308	11.588	1.376	3.7	31.5		1.0	
250	6750	2750	0.4	46.654	11.808	1.506	4.0	31.0	48.535	11.243	1.213	4.3	40.0		1.2	
250	6750	2750	0.5	46.412	11.912	1.052	3.9	44.1	43.416	11.598	1.268	3.7	34.2		0.8	
250	7000	2750	0	48.111	12.18	1.499	4.0	32.1	45.798	11.916	1.423	3.8	32.2		1.1	
250	7000	2750	0.1	48.107	12.176	1.42	4.0	33.9	44.99	11.692	1.486	3.8	30.3		1.0	
250	7000	2750	0.2	48.226	12.176	1.169	4.0	41.3	45.083	11.758	1.474	3.8	30.6		0.8	
250	7000	2750	0.3	48.17	12.217	1.139	3.9	42.3	44.962	11.761	1.468	3.8	30.6		0.8	
250	7000	2750	0.4	50.022	12.026	1.447	4.2	34.6	46.205	11.714	1.358	3.9	34.0		1.1	
250	7000	2750	0.5	48.182	12.224	1.231	3.9	39.1	45.062	11.624	1.403	3.9	32.1		0.9	
250	7250	2750	0	49.905	12.425	1.448	4.0	34.5	46.734	12.413	1.516	3.8	30.8		1.0	
250	7250	2750	0.1	49.934	12.843	1.282	3.9	39.0	47.076	11.801	1.469	4.0	32.0		0.9	
250	7250	2750	0.2	50.359	12.567	1.46	4.0	34.5	47.048	11.698	1.401	4.0	33.6		1.0	
250	7250	2750	0.3	49.87	12.546	1.042	4.0	47.9	46.997	11.775	1.414	4.0	33.2		0.7	
250	7250	2750	0.4	49.935	12.843	1.278	3.9	39.1	47.024	11.792	1.328	4.0	35.4		1.0	
250	7250	2750	0.5	49.834	12.696	1.486	3.9	33.5	47.002	11.768	1.413	4.0	33.3		1.1	
250	7500	2750	0	51.623	12.783	1.636	4.0	31.6	53.073	12.5	1.86	4.2	28.5		0.9	
250	7500	2750	0.1	51.582	13.504	1.47	3.8	35.1	48.149	12.293	1.455	3.9	33.1		1.0	
250	7500	2750	0.2	51.541	12.906	1.427	4.0	36.1	48.399	12.293	1.447	3.9	33.4		1.0	
250	7500	2750	0.3	51.643	13.442	1.197	3.8	43.1	48.509	12.267	1.558	4.0	31.1		0.8	
250	7500	2750	0.4	51.63	13.174	1.271	3.9	40.6	48.572	12.113	1.665	4.0	29.2		0.8	
250	7500	2750	0.5	51.665	13.076	1.455	4.0	35.5	50.126	11.904	1.406	4.2	35.7		1.0	
250	7750	2750	0	53.658	13.857	1.467	3.9	36.6	50.095	12.532	1.569	4.0	31.9		0.9	
250	7750	2750	0.1	53.955	13.764	1.169	3.9	46.2	50.249	12.654	1.712	4.0	29.4		0.7	
250	7750	2750	0.2	53.499	13.769	1.438	3.9	37.2	50.096	12.676	1.776	4.0	28.2		0.8	
250	7750	2750	0.3	53.525	13.828	1.332	3.9	40.2	50.14	12.651	1.283	4.0	39.1		1.0	
250	7750	2750	0.4	53.678	13.933	1.325	3.9	40.5	50.403	12.645	1.583	4.0	31.8		0.8	
