				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	7750	2750	0.5	53.835	13.874	1.514	3.9	35.6	50.061	12.559	1.404	4.0	35.7		1.1	
250	8000	2750	0	55.173	14.116	1.495	3.9	36.9	51.545	13.016	2.372	4.0	21.7		0.6	
250	8000	2750	0.1	55.342	14.007	1.389	4.0	39.8	51.406	13.019	1.844	3.9	27.9		0.8	
250	8000	2750	0.2	55.131	14.086	1.304	3.9	42.3	51.236	13.454	1.512	3.8	33.9		0.9	
250	8000	2750	0.3	55.148	14.09	1.119	3.9	49.3	51.437	13.206	1.658	3.9	31.0		0.7	
250	8000	2750	0.4	55.055	14.167	1.44	3.9	38.2	52.536	12.892	1.755	4.1	29.9		0.8	
250	8000	2750	0.5	55.085	14.081	1.245	3.9	44.2	51.39	13.054	1.678	3.9	30.6		0.7	
250	8250	2750	0	56.893	14.443	1.304	3.9	43.6	52.84	13.91	1.689	3.8	31.3		0.8	
250	8250	2750	0.1	56.764	14.391	1.293	3.9	43.9	53.279	13.223	1.611	4.0	33.1		0.8	
250	8250	2750	0.2	56.807	14.452	1.571	3.9	36.2	52.959	13.626	1.582	3.9	33.5		1.0	
250	8250	2750	0.3	57.645	14.214	1.395	4.1	41.3	52.986	13.652	1.617	3.9	32.8		0.9	
250	8250	2750	0.4	57.042	14.556	1.526	3.9	37.4	53.227	13.381	1.504	4.0	35.4		1.0	
250	8250	2750	0.5	56.996	14.261	1.199	4.0	47.5	52.825	14.038	1.839	3.8	28.7		0.7	
250	8500	2750	0	58.77	14.569	1.448	4.0	40.6	54.845	13.992	1.741	3.9	31.5		0.8	
250	8500	2750	0.1	59.035	14.454	1.212	4.1	48.7	56.728	14.168	1.575	4.0	36.0		0.8	
250	8500	2750	0.2	58.569	14.781	1.185	4.0	49.4	56.418	14.223	1.707	4.0	33.1		0.7	
250	8500	2750	0.3	58.741	14.947	1.327	3.9	44.3	54.829	13.866	1.823	4.0	30.1		0.7	
250	8500	2750	0.4	58.595	14.543	1.502	4.0	39.0	55.415	14.182	1.516	3.9	36.6		1.0	
250	8500	2750	0.5	58.644	14.403	1.413	4.1	41.5	54.687	13.889	1.573	3.9	34.8		0.9	
250	8750	2750	0	60.175	15.338	1.592	3.9	37.8	56.237	14.554	1.671	3.9	33.7		1.0	
250	8750	2750	0.1	60.243	15.082	1.424	4.0	42.3	56.177	14.743	1.229	3.8	45.7		1.2	
250	8750	2750	0.2	60.87	15.316	1.084	4.0	56.2	56.346	14.223	1.713	4.0	32.9		0.6	
250	8750	2750	0.3	60.234	15.017	0.889	4.0	67.8	56.441	14.504	1.804	3.9	31.3		0.5	
250	8750	2750	0.4	60.413	15.618	1.037	3.9	58.3	61.493	14.365	1.845	4.3	33.3		0.6	
250	8750	2750	0.5	60.978	15.056	0.973	4.1	62.7	56.211	14.62	1.463	3.8	38.4		0.7	
250	9000	2750	0	62.549	15.758	1.321	4.0	47.3	57.86	14.921	2.222	3.9	26.0		0.6	
250	9000	2750	0.1	62.327	15.372	1.598	4.1	39.0	57.946	14.725	1.829	3.9	31.7		0.9	
250	9000	2750	0.2	62.217	15.595	1.647	4.0	37.8	57.974	14.651	1.73	4.0	33.5		1.0	
250	9000	2750	0.3	61.752	15.743	1.379	3.9	44.8	59.871	14.914	1.636	4.0	36.6		0.8	
250	9000	2750	0.4	61.877	15.341	1.471	4.0	42.1	57.91	14.95	2.03	3.9	28.5		0.7	
250	9000	2750	0.5	61.812	15.762	1.433	3.9	43.1	57.693	14.81	1.874	3.9	30.8		0.8	
250	9250	2750	0	63.645	16.062	1.886	4.0	33.7	59.459	15.19	2.271	3.9	26.2		0.8	
250	9250	2750	0.1	66.016	15.976	1.181	4.1	55.9								
250	9250	2750	0.2	63.633	16.102	1.525	4.0	41.7								
250	9250	2750	0.3	63.573	16.046	1.469	4.0	43.3								
250	9250	2750	0.4	64.101	15.87	2.035	4.0	31.5								
250	9250	2750	0.5	63.526	16.13	1.189	3.9	53.4								
250	9500	2750	0	65.305	16.585	1.883	3.9	34.7								
250	9500	2750	0.1	65.336	16.53	1.757	4.0	37.2								
250	9500	2750	0.2	65.411	16.763	1.457	3.9	44.9								
250	9500	2750	0.3	67.961	16.488	1.464	4.1	46.4								
250	9500	2750	0.4	65.244	16.336	1.323	4.0	49.3								
250	9500	2750	0.5	65.084	16.526	1.825	3.9	35.7								
250	9750	2750	0	66.798	17.087	1.71	3.9	39.1								
250	9750	2750	0.1	66.93	16.83	1.805	4.0	37.1								
250	9750	2750	0.2	66.849	16.855	1.497	4.0	44.7								
250	9750	2750	0.3	66.831	16.809	1.737	4.0	38.5								
250	9750	2750	0.4	66.908	16.716	1.626	4.0	41.1								
250	9750	2750	0.5	66.84	16.689	1.76	4.0	38.0								
250	10000	2750	0	68.736	17.491	1.693	3.9	40.6								
250	10000	2750	0.1	68.483	17.513	1.329	3.9	51.5								
250	10000	2750	0.2	69.061	17.163	1.618	4.0	42.7								
250	10000	2750	0.3	68.546	17.346	1.445	4.0	47.4								
250	10000	2750	0.4	68.44	17.389	2.007	3.9	34.1								
250	10000	2750	0.5	68.537	17.243	1.867	4.0	36.7								
250	250	3000	0	1.866	0.447	0.431	4.2	4.3								
250	250	3000	0.1	1.944	0.481	0.302	4.0	6.4								
250	250	3000	0.2	1.827	0.432	0.342	4.2	5.3								
250	250	3000	0.3	1.725	0.431	0.266	4.0	6.5								
250	250	3000	0.4	1.717	0.417	0.268	4.1	6.4								
250	250	3000	0.5	1.807	0.458	0.321	3.9	5.6								
250	500	3000	0	3.814	0.921	0.344	4.1	11.1								
250	500	3000	0.1	3.442	0.84	0.27	4.1	12.7								
250	500	3000	0.2	3.626	0.888	0.344	4.1	10.5								
250	500	3000	0.3	3.724	0.866	0.298	4.3	12.5								
250	500	3000	0.4	3.425	0.829	0.319	4.1	10.7								
250	500	3000	0.5	3.654	0.958	0.436	3.8	8.4								
250	750	3000	0	5.506	1.229	0.376	4.5	14.6								
250	750	3000	0.1	6.398	1.389	0.393	4.6	16.3								
250	750	3000	0.2	5.126	1.247	0.423	4.1	12.1								
250	750	3000	0.3	5.666	1.319	0.394	4.3	14.4								
250	750	3000	0.4	5.108	1.315	0.389	3.9	13.1								
250	750	3000	0.5	5.532	1.341	0.321	4.1	17.2								
250	1000	3000	0	7.229	1.793	0.426	4.0	17.0								
250	1000	3000	0.1	6.889	1.768	0.499	3.9	13.8								
250	1000	3000	0.2	7.251	1.74	0.334	4.2	21.7								
250	1000	3000	0.3	7.326	1.801	0.392	4.1	18.7								
250	1000	3000	0.4	7.034	1.762	0.468	4.0	15.0								
250	1000	3000	0.5	7.152	1.647	0.473	4.3	15.1								
250	1250	3000	0	9.059	2.264	0.61	4.0	14.9								
250	1250	3000	0.1	9.046	2.272	0.444	4.0	20.4								
250	1250	3000	0.2	9.018	2.263	0.463	4.0	19.5								
250	1250	3000	0.3	9.098	2.199	0.434	4.1	21.0								
250	1250	3000	0.4	9.061	2.231	0.494	4.1	18.3								
250	1250	3000	0.5	8.874	2.268	0.425	3.9	20.9								
250	1500	3000	0	10.854	2.759	0.449	3.9	24.2								
250	1500	3000	0.1	10.883	2.696	0.391	4.0	27.8								
250	1500	3000	0.2	10.968	2.589	0.562	4.2	19.5								
250	1500	3000	0.3	10.733	2.755	0.406	3.9	26.4								
250	1500	3000	0.4	10.82	2.757	0.501	3.9	21.6								
250	1500	3000	0.5	11.053	2.815	0.611	3.9	18.1								
250	1750	3000	0	13.622	3.294	0.604	4.1	22.6								
250	1750	3000	0.1	12.84	3.112	0.529	4.1	24.3								
250	1750	3000	0.2	12.4	3.308	0.535	3.7	23.2								
250	1750	3000	0.3	13.633	3.339	0.596	4.1	22.9								
250	1750	3000	0.4	12.824	3.245	0.521	4.0	24.6								
250	1750	3000	0.5	12.455	3.262	0.48	3.8	25.9								
250	2000	3000	0	14.541	3.862	0.702	3.8	20.7								
250	2000	3000	0.1	14.626	3.525	0.524	4.1	27.9								
250	2000	3000	0.2	14.448	3.888	0.667	3.7	21.7								
250	2000	3000	0.3	14.639	3.587	0.442	4.1	33.1								
250	2000	3000	0.4	14.715	3.922	0.744	3.8	19.8								
250	2000	3000	0.5	14.305	3.706	0.717	3.9	20.0								
250	2250	3000	0	16.716	4.099	0.531	4.1	31.5								
250	2250	3000	0.1	16.274	4.644	0.709	3.5	23.0								
250	2250	3000	0.2	15.992	4.421	0.819	3.6	19.5								
250	2250	3000	0.3	16.625	4.056	0.523	4.1	31.8								
250	2250	3000	0.4	17.499	4.204	0.704	4.2	24.9								
250	2250	3000	0.5	15.916	4.687	0.633	3.4	25.1								
250	2500	3000	0	17.87	4.896	0.658	3.6	27.2								
250	2500	3000	0.1	18.218	4.46	0.563	4.1	32.4								
250	2500	3000	0.2	18.573	4.726	0.731	3.9	25.4								
250	2500	3000	0.3	18.632	4.613	0.714	4.0	26.1								
250	2500	3000	0.4	18.581	4.49	0.626	4.1	29.7								
250	2500	3000	0.5	18.49	4.571	0.563	4.0	32.8								
250	2750	3000	0	20.26	4.967	0.659	4.1	30.7								
250	2750	3000	0.1	20.236	4.974	0.769	4.1	26.3								
250	2750	3000	0.2	20.205	4.933	0.503	4.1	40.2								
250	2750	3000	0.3	20.244	4.957	0.88	4.1	23.0								
250	2750	3000	0.4	20.001	5.124	0.722	3.9	27.7								
250	2750	3000	0.5	19.706	5.459	0.645	3.6	30.6								
250	3000	3000	0	21.563	6.036	0.944	3.6	22.8								
250	3000	3000	0.1	22.834	5.446	0.597	4.2	38.2								
250	3000	3000	0.2	21.755	5.964	0.782	3.6	27.8								
250	3000	3000	0.3	21.846	5.646	0.768	3.9	28.4								
250	3000	3000	0.4	21.983	5.634	0.956	3.9	23.0								
250	3000	3000	0.5	21.824	5.802	0.772	3.8	28.3								
250	3250	3000	0	23.767	6.089	0.666	3.9	35.7								
250	3250	3000	0.1	23.631	6.193	0.848	3.8	27.9								
250	3250	3000	0.2	23.675	6.312	0.96	3.8	24.7								
250	3250	3000	0.3	23.967	5.938	0.978	4.0	24.5								
250	3250	3000	0.4	23.547	6.403	0.794	3.7	29.7								
250	3250	3000	0.5	23.713	5.998	0.717	4.0	33.1								
250	3500	3000	0	25.512	6.69	1.091	3.8	23.4								
250	3500	3000	0.1	25.432	6.76	0.942	3.8	27.0								
250	3500	3000	0.2	25.418	6.811	0.927	3.7	27.4								
250	3500	3000	0.3	25.434	6.709	0.811	3.8	31.4								
250	3500	3000	0.4	25.491	6.799	0.945	3.7	27.0								
250	3500	3000	0.5	25.417	6.775	0.969	3.8	26.2								
250	3750	3000	0	27.405	7.198	0.944	3.8	29.0								
250	3750	3000	0.1	27.351	7.098	0.996	3.9	27.5								
250	3750	3000	0.2	27.317	7.089	0.834	3.9	32.8								
250	3750	3000	0.3	27.395	7.118	0.888	3.8	30.9								
250	3750	3000	0.4	28.287	7.268	0.908	3.9	31.2								
250	3750	3000	0.5	27.862	7.442	0.867	3.7	32.1								
250	4000	3000	0	29.254	7.459	1.059	3.9	27.6								
250	4000	3000	0.1	29.211	7.988	1.088	3.7	26.8								
250	4000	3000	0.2	29.329	7.455	0.971	3.9	30.2								
250	4000	3000	0.3	29.634	7.949	0.898	3.7	33.0								
250	4000	3000	0.4	29.106	7.564	1.015	3.8	28.7								
250	4000	3000	0.5	30.33	7.882	0.845	3.8	35.9								
250	4250	3000	0	31.255	8.526	0.997	3.7	31.3								
250	4250	3000	0.1	31.339	8.452	0.86	3.7	36.4								
250	4250	3000	0.2	31.366	8.365	0.895	3.7	35.0								
250	4250	3000	0.3	31.382	8.394	0.893	3.7	35.1								
250	4250	3000	0.4	33.084	8.141	0.877	4.1	37.7								
250	4250	3000	0.5	31.371	8.329	0.955	3.8	32.8								
250	4500	3000	0	33.247	8.533	0.958	3.9	34.7								
250	4500	3000	0.1	33.249	8.553	1.094	3.9	30.4								
250	4500	3000	0.2	33.407	8.486	1.021	3.9	32.7								
250	4500	3000	0.3	33.331	8.463	1.16	3.9	28.7								
250	4500	3000	0.4	34.269	8.341	1.394	4.1	24.6								
250	4500	3000	0.5	33.274	8.482	1.002	3.9	33.2								
250	4750	3000	0	35.256	8.746	0.858	4.0	41.1								
250	4750	3000	0.1	35.223	8.796	0.995	4.0	35.4								
250	4750	3000	0.2	35.211	8.793	0.895	4.0	39.3								
250	4750	3000	0.3	35.228	8.751	1.026	4.0	34.3								
250	4750	3000	0.4	35.245	8.747	0.961	4.0	36.7								
250	4750	3000	0.5	35.561	8.772	1.023	4.1	34.8								
250	5000	3000	0	36.982	9.007	1.237	4.1	29.9								
250	5000	3000	0.1	36.762	9.15	1.103	4.0	33.3								
250	5000	3000	0.2	37.666	9.697	0.992	3.9	38.0								
250	5000	3000	0.3	37.094	9.086	1.148	4.1	32.3								
250	5000	3000	0.4	36.883	9.01	1.097	4.1	33.6								
250	5000	3000	0.5	36.826	9.112	1.334	4.0	27.6								
250	5250	3000	0	38.784	10.111	1.2	3.8	32.3								
250	5250	3000	0.1	38.679	10.168	1.126	3.8	34.4								
250	5250	3000	0.2	38.84	9.786	1.264	4.0	30.7								
250	5250	3000	0.3	38.815	10.016	1.127	3.9	34.4								
250	5250	3000	0.4	38.604	10.056	1.145	3.8	33.7								
250	5250	3000	0.5	38.693	10.006	1.157	3.9	33.4								
250	5500	3000	0	40.664	10.471	1.325	3.9	30.7								
250	5500	3000	0.1	40.71	10.434	1.234	3.9	33.0								
250	5500	3000	0.2	40.717	10.444	1.278	3.9	31.9								
250	5500	3000	0.3	40.762	10.407	0.92	3.9	44.3								
250	5500	3000	0.4	40.808	10.524	1.239	3.9	32.9								
250	5500	3000	0.5	40.623	10.427	1.235	3.9	32.9								
250	5750	3000	0	42.5	10.845	1.491	3.9	28.5								
250	5750	3000	0.1	42.928	11.387	0.999	3.8	43.0								
250	5750	3000	0.2	42.53	10.914	1.302	3.9	32.7								
250	5750	3000	0.3	42.474	11.161	1.151	3.8	36.9								
250	5750	3000	0.4	42.492	11.331	1.098	3.8	38.7								
250	5750	3000	0.5	42.598	10.828	1.312	3.9	32.5								
250	6000	3000	0	44.557	11.78	1.18	3.8	37.8								
250	6000	3000	0.1	44.292	12.043	1.113	3.7	39.8								
250	6000	3000	0.2	44.274	11.238	1.435	3.9	30.9								
250	6000	3000	0.3	44.588	11.559	1.151	3.9	38.7								
250	6000	3000	0.4	44.464	11.958	1.077	3.7	41.3								
250	6000	3000	0.5	44.357	12.043	1.079	3.7	41.1								
250	6250	3000	0	46.486	12.158	1.095	3.8	42.5								
250	6250	3000	0.1	46.452	12.135	1.376	3.8	33.8								
250	6250	3000	0.2	46.45	11.999	1.51	3.9	30.8								
250	6250	3000	0.3	46.435	12.008	0.895	3.9	51.9								
250	6250	3000	0.4	46.575	12.048	1.301	3.9	35.8								
250	6250	3000	0.5	46.488	12.181	1.579	3.8	29.4								
250	6500	3000	0	48.41	12.603	1.06	3.8	45.7								
250	6500	3000	0.1	48.409	12.305	1.309	3.9	37.0								
250	6500	3000	0.2	48.377	12.402	1.211	3.9	39.9								
250	6500	3000	0.3	48.357	12.316	1.452	3.9	33.3								
250	6500	3000	0.4	48.346	12.373	1.288	3.9	37.5								
250	6500	3000	0.5	48.411	12.334	1.257	3.9	38.5								
250	6750	3000	0	50.415	12.534	1.296	4.0	38.9								
250	6750	3000	0.1	50.355	12.55	1.414	4.0	35.6								
250	6750	3000	0.2	50.332	12.556	1.45	4.0	34.7								
250	6750	3000	0.3	50.348	12.488	1.026	4.0	49.1								
250	6750	3000	0.4	51.122	12.293	1.23	4.2	41.6								
250	6750	3000	0.5	50.226	12.434	1.347	4.0	37.3								
250	7000	3000	0	52.145	12.839	1.452	4.1	35.9								
250	7000	3000	0.1	51.938	12.941	1.435	4.0	36.2								
250	7000	3000	0.2	51.534	13.228	1.29	3.9	39.9								
250	7000	3000	0.3	51.664	13.444	1.577	3.8	32.8								
250	7000	3000	0.4	52.45	12.858	1.385	4.1	37.9								
250	7000	3000	0.5	51.914	12.789	1.438	4.1	36.1								
250	7250	3000	0	53.598	13.818	1.556	3.9	34.4								
250	7250	3000	0.1	53.832	13.584	1.452	4.0	37.1								
250	7250	3000	0.2	53.799	13.726	1.382	3.9	38.9								
250	7250	3000	0.3	53.609	13.511	1.789	4.0	30.0								
250	7250	3000	0.4	53.683	13.576	1.338	4.0	40.1								
250	7250	3000	0.5	53.627	13.651	1.441	3.9	37.2								
250	7500	3000	0	55.672	14.084	1.705	4.0	32.7								
250	7500	3000	0.1	55.521	14.238	1.329	3.9	41.8								
250	7500	3000	0.2	55.381	14.316	1.326	3.9	41.8								
250	7500	3000	0.3	56.092	14.197	1.176	4.0	47.7								
250	7500	3000	0.4	55.709	14.247	1.425	3.9	39.1								
250	7500	3000	0.5	55.716	13.975	1.181	4.0	47.2								
250	7750	3000	0	57.961	14.768	1.682	3.9	34.5								
250	7750	3000	0.1	57.452	14.586	1.396	3.9	41.2								
250	7750	3000	0.2	57.444	14.74	1.503	3.9	38.2								
250	7750	3000	0.3	57.443	14.818	1.404	3.9	40.9								
250	7750	3000	0.4	57.649	14.784	1.386	3.9	41.6								
250	7750	3000	0.5	57.483	14.751	1.334	3.9	43.1								
250	8000	3000	0	59.269	15.104	1.414	3.9	41.9								
250	8000	3000	0.1	59.264	15.132	1.439	3.9	41.2								
250	8000	3000	0.2	59.913	14.984	1.534	4.0	39.1								
250	8000	3000	0.3	59.379	14.912	1.504	4.0	39.5								
250	8000	3000	0.4	59.158	15.027	1.133	3.9	52.2								
250	8000	3000	0.5	59.268	15.037	1.512	3.9	39.2								
250	8250	3000	0	61.42	16.013	1.467	3.8	41.9								
250	8250	3000	0.1	61.188	15.654	2.143	3.9	28.6								
250	8250	3000	0.2	61.656	15.636	1.323	3.9	46.6								
250	8250	3000	0.3	61.321	15.985	1.679	3.8	36.5								
250	8250	3000	0.4	61.343	15.489	1.45	4.0	42.3								
250	8250	3000	0.5	61.075	15.487	1.726	3.9	35.4								
250	8500	3000	0	63.212	16.238	1.331	3.9	47.5								
250	8500	3000	0.1	62.977	16.427	1.794	3.8	35.1								
250	8500	3000	0.2	62.928	15.821	1.634	4.0	38.5								
250	8500	3000	0.3	63.008	16.503	1.481	3.8	42.5								
250	8500	3000	0.4	62.955	16.362	1.48	3.8	42.5								
250	8500	3000	0.5	62.958	15.694	1.716	4.0	36.7								
250	8750	3000	0	65.969	16.691	1.322	4.0	49.9								
250	8750	3000	0.1	65.108	16.668	1.565	3.9	41.6								
250	8750	3000	0.2	65.796	16.781	1.635	3.9	40.2								
250	8750	3000	0.3	64.909	16.782	1.548	3.9	41.9								
250	8750	3000	0.4	64.817	16.905	1.715	3.8	37.8								
250	8750	3000	0.5	64.897	16.79	1.451	3.9	44.7								
250	9000	3000	0	66.851	17.105	1.639	3.9	40.8								
250	9000	3000	0.1	67.971	16.946	1.471	4.0	46.2								
250	9000	3000	0.2	67.039	17.003	1.228	3.9	54.6								
250	9000	3000	0.3	66.9	16.995	1.806	3.9	37.0								
250	9000	3000	0.4	66.757	17.112	1.598	3.9	41.8								
250	9000	3000	0.5	67.036	17.046	1.735	3.9	38.6								
250	9250	3000	0	68.916	17.223	1.833	4.0	37.6								
250	9250	3000	0.1	68.845	17.168	1.431	4.0	48.1								
250	9250	3000	0.2	68.861	17.659	1.725	3.9	39.9								
250	9250	3000	0.3	68.611	17.129	1.539	4.0	44.6								
250	9250	3000	0.4	70.817	17.169	2.22	4.1	31.9								
250	9250	3000	0.5	68.473	17.168	1.462	4.0	46.8								
250	9500	3000	0	70.402	18.091	1.882	3.9	37.4								
250	9500	3000	0.1	70.255	18.109	1.674	3.9	42.0								
250	9500	3000	0.2	70.927	17.554	2.345	4.0	30.2								
250	9500	3000	0.3	70.406	17.377	1.842	4.1	38.2								
250	9500	3000	0.4	70.416	17.852	1.725	3.9	40.8								
250	9500	3000	0.5	70.414	17.842	1.986	3.9	35.5								
250	9750	3000	0	72.264	18.573	1.712	3.9	42.2								
250	9750	3000	0.1	72.799	17.985	1.922	4.0	37.9								
250	9750	3000	0.2	72.529	18.586	1.526	3.9	47.5								
250	9750	3000	0.3	72.476	18.13	1.823	4.0	39.8								
250	9750	3000	0.4	71.86	18.52	2.244	3.9	32.0								
250	9750	3000	0.5	74.756	18.414	2.554	4.1	29.3								
250	10000	3000	0	74.367	18.896	1.816	3.9	41.0								
250	10000	3000	0.1	75.826	18.91	1.752	4.0	43.3								
250	10000	3000	0.2	74.287	18.552	1.787	4.0	41.6								
250	10000	3000	0.3	74.636	19.156	1.273	3.9	58.6								
250	10000	3000	0.4	74.537	18.552	1.711	4.0	43.6								
250	10000	3000	0.5	74.216	19.032	1.693	3.9	43.8								
250	250	3250	0	1.971	0.485	0.335	4.1	5.9								
250	250	3250	0.1	2.131	0.51	0.304	4.2	7.0								
250	250	3250	0.2	2.014	0.478	0.291	4.2	6.9								
250	250	3250	0.3	1.86	0.45	0.33	4.1	5.6								
250	250	3250	0.4	2.077	0.508	0.329	4.1	6.3								
250	250	3250	0.5	1.867	0.454	0.304	4.1	6.1								
250	500	3250	0	4.185	1.018	0.345	4.1	12.1								
250	500	3250	0.1	3.767	0.906	0.379	4.2	9.9								
250	500	3250	0.2	3.693	0.899	0.362	4.1	10.2								
250	500	3250	0.3	4.145	1.02	0.335	4.1	12.4								
250	500	3250	0.4	3.767	0.905	0.309	4.2	12.2								
250	500	3250	0.5	3.694	0.899	0.34	4.1	10.9								
250	750	3250	0	6.15	1.434	0.364	4.3	16.9								
250	750	3250	0.1	5.526	1.344	0.325	4.1	17.0								
250	750	3250	0.2	6.149	1.431	0.315	4.3	19.5								
250	750	3250	0.3	5.515	1.345	0.398	4.1	13.9								
250	750	3250	0.4	6.105	1.416	0.325	4.3	18.8								
250	750	3250	0.5	5.517	1.448	0.414	3.8	13.3								
250	1000	3250	0	7.845	1.91	0.378	4.1	20.8								
250	1000	3250	0.1	7.893	1.98	0.35	4.0	22.6								
250	1000	3250	0.2	7.562	1.967	0.422	3.8	17.9								
250	1000	3250	0.3	7.79	1.823	0.37	4.3	21.1								
250	1000	3250	0.4	7.986	1.937	0.394	4.1	20.3								
250	1000	3250	0.5	7.762	1.928	0.456	4.0	17.0								
250	1250	3250	0	9.502	2.541	0.53	3.7	17.9								
250	1250	3250	0.1	9.739	2.31	0.618	4.2	15.8								
250	1250	3250	0.2	9.897	2.38	0.395	4.2	25.1								
250	1250	3250	0.3	10.701	2.431	0.379	4.4	28.2								
250	1250	3250	0.4	9.814	2.433	0.424	4.0	23.1								
250	1250	3250	0.5	9.791	2.526	0.394	3.9	24.9								
250	1500	3250	0	11.552	3.088	0.502	3.7	23.0								
250	1500	3250	0.1	11.565	3.168	0.589	3.7	19.6								
250	1500	3250	0.2	11.658	3.025	0.472	3.9	24.7								
250	1500	3250	0.3	11.758	2.966	0.486	4.0	24.2								
250	1500	3250	0.4	11.78	3.003	0.626	3.9	18.8								
250	1500	3250	0.5	11.832	2.867	0.45	4.1	26.3								
250	1750	3250	0	13.855	3.58	0.624	3.9	22.2								
250	1750	3250	0.1	13.921	3.488	0.527	4.0	26.4								
250	1750	3250	0.2	13.392	3.497	0.977	3.8	13.7								
250	1750	3250	0.3	13.569	3.507	0.573	3.9	23.7								
250	1750	3250	0.4	14.057	3.6	0.749	3.9	18.8								
250	1750	3250	0.5	13.793	3.509	0.545	3.9	25.3								
250	2000	3250	0	15.302	4.051	0.711	3.8	21.5								
250	2000	3250	0.1	15.876	4.212	0.661	3.8	24.0								
250	2000	3250	0.2	15.813	3.848	0.745	4.1	21.2								
250	2000	3250	0.3	15.659	4.281	0.602	3.7	26.0								
250	2000	3250	0.4	15.971	3.907	0.595	4.1	26.8								
250	2000	3250	0.5	15.4	4.185	0.896	3.7	17.2								
250	2250	3250	0	18.306	4.349	0.569	4.2	32.2								
250	2250	3250	0.1	17.915	4.626	0.901	3.9	19.9								
250	2250	3250	0.2	17.103	5.046	0.789	3.4	21.7								
250	2250	3250	0.3	17.894	4.379	0.539	4.1	33.2								
250	2250	3250	0.4	18.022	4.609	0.78	3.9	23.1								
250	2250	3250	0.5	17.155	4.825	0.792	3.6	21.7								
250	2500	3250	0	19.727	4.897	0.544	4.0	36.3								
250	2500	3250	0.1	20.071	4.924	0.679	4.1	29.6								
250	2500	3250	0.2	20.372	4.845	0.511	4.2	39.9								
250	2500	3250	0.3	20.023	4.917	0.633	4.1	31.6								
250	2500	3250	0.4	19.751	5.234	0.756	3.8	26.1								
250	2500	3250	0.5	19.368	5.424	0.838	3.6	23.1								
250	2750	3250	0	21.435	5.961	0.812	3.6	26.4								
250	2750	3250	0.1	21.37	5.857	0.853	3.6	25.1								
250	2750	3250	0.2	21.501	5.812	0.674	3.7	31.9								
250	2750	3250	0.3	22.385	5.701	0.74	3.9	30.3								
250	2750	3250	0.4	21.69	5.567	0.754	3.9	28.8								
250	2750	3250	0.5	21.995	5.635	0.739	3.9	29.8								
250	3000	3250	0	23.729	5.823	0.859	4.1	27.6								
250	3000	3250	0.1	23.698	6.085	0.785	3.9	30.2								
250	3000	3250	0.2	23.141	6.569	0.93	3.5	24.9								
250	3000	3250	0.3	23.626	6.086	0.961	3.9	24.6								
250	3000	3250	0.4	23.843	6.087	0.61	3.9	39.1								
250	3000	3250	0.5	23.33	6.543	0.861	3.6	27.1								
250	3250	3250	0	25.538	6.549	0.815	3.9	31.3								
250	3250	3250	0.1	25.662	6.825	0.883	3.8	29.1								
250	3250	3250	0.2	25.691	6.526	0.77	3.9	33.4								
250	3250	3250	0.3	25.532	6.951	0.851	3.7	30.0								
250	3250	3250	0.4	25.539	6.549	0.816	3.9	31.3								
250	3250	3250	0.5	25.527	6.823	0.911	3.7	28.0								
250	3500	3250	0	27.444	7.036	0.861	3.9	31.9								
250	3500	3250	0.1	27.455	7.425	0.91	3.7	30.2								
250	3500	3250	0.2	27.474	7.295	0.83	3.8	33.1								
250	3500	3250	0.3	27.409	6.989	1.112	3.9	24.6								
250	3500	3250	0.4	27.389	7.331	0.708	3.7	38.7								
250	3500	3250	0.5	27.423	7.382	0.977	3.7	28.1								
250	3750	3250	0	29.538	7.743	1.152	3.8	25.6								
250	3750	3250	0.1	29.574	7.707	0.769	3.8	38.5								
250	3750	3250	0.2	29.606	7.92	0.883	3.7	33.5								
250	3750	3250	0.3	29.717	7.71	1.188	3.9	25.0								
250	3750	3250	0.4	29.608	7.738	0.796	3.8	37.2								
250	3750	3250	0.5	29.982	7.737	0.991	3.9	30.3								
250	4000	3250	0	31.649	8.101	1.239	3.9	25.5								
250	4000	3250	0.1	31.595	8.353	0.718	3.8	44.0								
250	4000	3250	0.2	31.589	8.567	0.993	3.7	31.8								
250	4000	3250	0.3	32.626	8.185	0.974	4.0	33.5								
250	4000	3250	0.4	31.765	8.154	0.955	3.9	33.3								
250	4000	3250	0.5	31.83	8.466	1.439	3.8	22.1								
250	4250	3250	0	34.018	8.515	0.961	4.0	35.4								
250	4250	3250	0.1	34.908	9.05	0.96	3.9	36.4								
250	4250	3250	0.2	33.369	9.14	1.106	3.7	30.2								
250	4250	3250	0.3	33.881	8.5	0.89	4.0	38.1								
250	4250	3250	0.4	33.731	9.141	1.002	3.7	33.7								
250	4250	3250	0.5	33.427	8.535	1.289	3.9	25.9								
250	4500	3250	0	35.994	9.227	0.948	3.9	38.0								
250	4500	3250	0.1	35.938	9.446	1.205	3.8	29.8								
250	4500	3250	0.2	35.938	9.347	1.009	3.8	35.6								
250	4500	3250	0.3	35.922	9.417	1.154	3.8	31.1								
250	4500	3250	0.4	36.034	9.365	0.992	3.8	36.3								
